,name,weight,height,species,moves,types,abilities,hp,attack,defense,special-attack,special-defense,speed
184,politoed,339,11,politoed,"pound, double-slap, mega-punch, ice-punch, mega-kick, headbutt, body-slam, take-down, double-edge, mist, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, hyper-beam, low-kick, counter, seismic-toss, strength, earthquake, dig, toxic, psychic, hypnosis, mimic, screech, double-team, defense-curl, haze, metronome, waterfall, swift, amnesia, splash, rest, substitute, thief, snore, curse, protect, belly-drum, mud-slap, perish-song, icy-wind, detect, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, encore, hidden-power, rain-dance, rock-smash, whirlpool, uproar, hail, facade, focus-punch, helping-hand, brick-break, endeavor, secret-power, dive, hyper-voice, weather-ball, muddy-water, bounce, mud-shot, water-pulse, natural-gift, payback, fling, focus-blast, earth-power, giga-impact, captivate, low-sweep, round, echoed-voice, scald, bulldoze, confide, power-up-punch, liquidation, tera-blast, chilling-water",water,"water-absorb, damp, drizzle",90,75,75,90,100,70
185,hoppip,5,4,hoppip,"pay-day, swords-dance, headbutt, tackle, take-down, double-edge, tail-whip, growl, absorb, mega-drain, leech-seed, solar-beam, poison-powder, stun-spore, sleep-powder, toxic, confusion, mimic, double-team, defense-curl, light-screen, reflect, amnesia, flash, splash, rest, substitute, thief, snore, curse, cotton-spore, protect, giga-drain, endure, charm, swagger, attract, sleep-talk, return, frustration, baton-pass, encore, sweet-scent, synthesis, hidden-power, rain-dance, sunny-day, psych-up, memento, facade, helping-hand, secret-power, aromatherapy, silver-wind, bullet-seed, aerial-ace, bounce, magical-leaf, natural-gift, tailwind, u-turn, fling, worry-seed, seed-bomb, energy-ball, switcheroo, leaf-storm, captivate, grass-knot, rage-powder, round, acrobatics, cotton-guard, grassy-terrain, fairy-wind, confide, dazzling-gleam, infestation, strength-sap, pollen-puff, lunge, tera-blast, trailblaze","grass, flying","chlorophyll, leaf-guard, infiltrator",35,35,40,35,55,50
186,skiploom,10,6,skiploom,"swords-dance, headbutt, tackle, take-down, double-edge, tail-whip, absorb, mega-drain, leech-seed, solar-beam, poison-powder, stun-spore, sleep-powder, toxic, mimic, double-team, defense-curl, light-screen, reflect, flash, splash, rest, substitute, thief, snore, curse, cotton-spore, protect, giga-drain, endure, charm, swagger, attract, sleep-talk, return, frustration, baton-pass, encore, sweet-scent, synthesis, hidden-power, sunny-day, psych-up, memento, facade, helping-hand, secret-power, silver-wind, bullet-seed, aerial-ace, bounce, magical-leaf, natural-gift, tailwind, u-turn, fling, worry-seed, seed-bomb, energy-ball, leaf-storm, captivate, grass-knot, rage-powder, round, acrobatics, grassy-terrain, fairy-wind, confide, dazzling-gleam, infestation, pollen-puff, lunge, tera-blast, trailblaze","grass, flying","chlorophyll, leaf-guard, infiltrator",55,45,50,45,65,80
187,jumpluff,30,8,jumpluff,"swords-dance, headbutt, tackle, take-down, double-edge, tail-whip, hyper-beam, absorb, mega-drain, leech-seed, solar-beam, poison-powder, stun-spore, sleep-powder, toxic, mimic, double-team, defense-curl, light-screen, reflect, flash, splash, rest, substitute, thief, snore, curse, cotton-spore, protect, giga-drain, endure, charm, swagger, attract, sleep-talk, return, frustration, baton-pass, encore, sweet-scent, synthesis, hidden-power, rain-dance, sunny-day, psych-up, memento, facade, helping-hand, secret-power, silver-wind, bullet-seed, aerial-ace, bounce, magical-leaf, natural-gift, tailwind, u-turn, fling, worry-seed, seed-bomb, energy-ball, giga-impact, leaf-storm, captivate, grass-knot, rage-powder, round, acrobatics, grassy-terrain, fairy-wind, confide, dazzling-gleam, infestation, pollen-puff, lunge, tera-blast, trailblaze","grass, flying","chlorophyll, leaf-guard, infiltrator",75,55,70,55,95,110
188,aipom,115,8,aipom,"double-slap, mega-punch, fire-punch, ice-punch, thunder-punch, scratch, cut, slam, mega-kick, sand-attack, headbutt, body-slam, take-down, double-edge, tail-whip, low-kick, counter, seismic-toss, strength, solar-beam, thunderbolt, thunder-wave, thunder, dig, toxic, agility, mimic, screech, double-team, defense-curl, metronome, swift, dream-eater, fury-swipes, rest, substitute, thief, nightmare, snore, curse, spite, protect, mud-slap, zap-cannon, detect, endure, swagger, fury-cutter, attract, sleep-talk, return, frustration, dynamic-punch, baton-pass, pursuit, iron-tail, hidden-power, rain-dance, sunny-day, shadow-ball, rock-smash, beat-up, fake-out, uproar, facade, focus-punch, taunt, helping-hand, role-play, revenge, brick-break, knock-off, snatch, secret-power, astonish, tickle, aerial-ace, bounce, mud-shot, covet, shock-wave, water-pulse, natural-gift, u-turn, payback, fling, last-resort, seed-bomb, switcheroo, nasty-plot, shadow-claw, gunk-shot, captivate, grass-knot, double-hit, hone-claws, smack-down, low-sweep, foul-play, round, quick-guard, acrobatics, retaliate, work-up, tail-slap, confide, power-up-punch, tera-blast, trailblaze, chilling-water",normal,"run-away, pickup, skill-link",55,70,55,40,55,85
189,sunkern,18,3,sunkern,"swords-dance, cut, tackle, take-down, double-edge, absorb, mega-drain, leech-seed, growth, razor-leaf, solar-beam, toxic, mimic, double-team, light-screen, bide, flash, rest, substitute, snore, curse, protect, sludge-bomb, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, safeguard, encore, sweet-scent, morning-sun, synthesis, hidden-power, rain-dance, sunny-day, uproar, facade, nature-power, helping-hand, ingrain, endeavor, secret-power, weather-ball, grass-whistle, bullet-seed, magical-leaf, natural-gift, worry-seed, seed-bomb, energy-ball, earth-power, leaf-storm, captivate, grass-knot, after-you, round, grassy-terrain, confide, tera-blast, trailblaze",grass,"chlorophyll, solar-power, early-bird",30,30,30,30,30,30
190,sunflora,85,8,sunflora,"pound, swords-dance, cut, tackle, take-down, double-edge, hyper-beam, absorb, mega-drain, leech-seed, growth, razor-leaf, solar-beam, petal-dance, toxic, mimic, double-team, light-screen, flash, rest, substitute, snore, curse, protect, sludge-bomb, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, safeguard, encore, sweet-scent, synthesis, hidden-power, rain-dance, sunny-day, uproar, facade, nature-power, helping-hand, ingrain, endeavor, secret-power, weather-ball, grass-whistle, bullet-seed, magical-leaf, natural-gift, worry-seed, seed-bomb, energy-ball, earth-power, giga-impact, leaf-storm, captivate, grass-knot, after-you, round, petal-blizzard, flower-shield, grassy-terrain, confide, dazzling-gleam, grassy-glide, tera-blast, trailblaze",grass,"chlorophyll, solar-power, early-bird",75,75,55,105,85,30
191,yanma,380,12,yanma,"swords-dance, gust, wing-attack, whirlwind, headbutt, tackle, take-down, double-edge, supersonic, sonic-boom, solar-beam, string-shot, toxic, psychic, hypnosis, quick-attack, mimic, screech, double-team, swift, dream-eater, leech-life, flash, rest, substitute, thief, snore, curse, reversal, protect, feint-attack, foresight, detect, giga-drain, endure, swagger, steel-wing, attract, sleep-talk, return, frustration, pursuit, hidden-power, sunny-day, ancient-power, shadow-ball, uproar, facade, secret-power, air-cutter, silver-wind, signal-beam, aerial-ace, roost, natural-gift, feint, tailwind, u-turn, air-slash, bug-buzz, defog, captivate, bug-bite, ominous-wind, round, struggle-bug, confide, lunge, tera-blast, pounce","bug, flying","speed-boost, compound-eyes, frisk",65,65,45,75,45,95
192,wooper,85,4,wooper,"ice-punch, slam, double-kick, headbutt, body-slam, take-down, double-edge, tail-whip, mist, water-gun, hydro-pump, surf, ice-beam, blizzard, counter, earthquake, dig, toxic, mimic, double-team, recover, defense-curl, haze, waterfall, amnesia, flash, rest, rock-slide, substitute, snore, curse, protect, sludge-bomb, mud-slap, spikes, icy-wind, sandstorm, endure, rollout, swagger, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, encore, iron-tail, hidden-power, rain-dance, ancient-power, rock-smash, whirlpool, stockpile, spit-up, swallow, hail, facade, helping-hand, yawn, secret-power, dive, mud-sport, rock-tomb, muddy-water, mud-shot, water-pulse, natural-gift, guard-swap, aqua-tail, earth-power, avalanche, mud-bomb, stone-edge, captivate, stealth-rock, sludge-wave, acid-spray, after-you, round, scald, bulldoze, confide, eerie-impulse, infestation, power-up-punch, stomping-tantrum, liquidation, tera-blast, snowscape, trailblaze, chilling-water","water, ground","damp, water-absorb, unaware",55,45,45,25,25,15
193,quagsire,750,14,quagsire,"mega-punch, ice-punch, slam, mega-kick, headbutt, body-slam, take-down, double-edge, tail-whip, mist, water-gun, hydro-pump, surf, ice-beam, blizzard, hyper-beam, counter, seismic-toss, strength, earthquake, dig, toxic, mimic, double-team, defense-curl, haze, waterfall, amnesia, flash, rest, rock-slide, substitute, thief, snore, curse, protect, sludge-bomb, mud-slap, spikes, icy-wind, sandstorm, endure, rollout, swagger, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, encore, iron-tail, hidden-power, rain-dance, ancient-power, rock-smash, whirlpool, hail, facade, focus-punch, helping-hand, brick-break, yawn, secret-power, dive, mud-sport, rock-tomb, muddy-water, mud-shot, water-pulse, natural-gift, fling, guard-swap, toxic-spikes, aqua-tail, drain-punch, focus-blast, earth-power, giga-impact, avalanche, mud-bomb, stone-edge, captivate, stealth-rock, sludge-wave, acid-spray, after-you, round, scald, bulldoze, confide, eerie-impulse, infestation, power-up-punch, high-horsepower, stomping-tantrum, liquidation, body-press, tera-blast, snowscape, trailblaze, chilling-water","water, ground","damp, water-absorb, unaware",95,85,85,65,65,35
194,espeon,265,9,espeon,"pay-day, cut, sand-attack, headbutt, tackle, body-slam, take-down, double-edge, tail-whip, bite, growl, roar, psybeam, hyper-beam, thunder-wave, dig, toxic, confusion, psychic, quick-attack, mimic, double-team, confuse-ray, light-screen, reflect, focus-energy, swift, dream-eater, flash, rest, substitute, nightmare, snore, curse, protect, mud-slap, zap-cannon, detect, endure, charm, swagger, attract, sleep-talk, heal-bell, return, frustration, baton-pass, iron-tail, morning-sun, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, facade, helping-hand, trick, magic-coat, skill-swap, imprison, secret-power, hyper-voice, weather-ball, fake-tears, signal-beam, covet, magical-leaf, calm-mind, gravity, natural-gift, copycat, power-swap, last-resort, power-gem, giga-impact, zen-headbutt, trick-room, captivate, grass-knot, psyshock, telekinesis, magic-room, round, echoed-voice, stored-power, ally-switch, retaliate, work-up, draining-kiss, confide, dazzling-gleam, baby-doll-eyes, laser-focus, psychic-terrain, psychic-fangs, expanding-force, tera-blast, trailblaze",psychic,"synchronize, magic-bounce",65,65,60,130,95,110
195,umbreon,270,10,umbreon,"pay-day, cut, sand-attack, headbutt, tackle, body-slam, take-down, double-edge, tail-whip, bite, growl, roar, hyper-beam, thunder-wave, dig, toxic, psychic, quick-attack, mimic, screech, double-team, confuse-ray, light-screen, reflect, focus-energy, swift, dream-eater, flash, rest, substitute, thief, nightmare, snore, curse, spite, protect, scary-face, feint-attack, mud-slap, zap-cannon, detect, endure, charm, swagger, mean-look, attract, sleep-talk, heal-bell, return, frustration, baton-pass, pursuit, iron-tail, moonlight, hidden-power, rain-dance, sunny-day, crunch, psych-up, shadow-ball, torment, facade, taunt, helping-hand, skill-swap, snatch, secret-power, hyper-voice, weather-ball, fake-tears, covet, calm-mind, natural-gift, payback, assurance, copycat, guard-swap, last-resort, sucker-punch, dark-pulse, giga-impact, captivate, wonder-room, foul-play, round, echoed-voice, stored-power, retaliate, work-up, snarl, confide, baby-doll-eyes, laser-focus, throat-chop, lash-out, tera-blast, trailblaze",dark,"synchronize, inner-focus",95,65,110,60,130,65
196,murkrow,21,5,murkrow,"gust, wing-attack, whirlwind, fly, take-down, double-edge, hyper-beam, peck, drill-peck, thunder-wave, toxic, psychic, quick-attack, night-shade, mimic, screech, double-team, confuse-ray, haze, mirror-move, swift, dream-eater, sky-attack, rest, substitute, thief, nightmare, snore, curse, spite, protect, scary-face, feint-attack, mud-slap, perish-song, icy-wind, detect, endure, swagger, steel-wing, mean-look, attract, sleep-talk, return, frustration, pursuit, hidden-power, twister, rain-dance, sunny-day, psych-up, shadow-ball, uproar, heat-wave, torment, flatter, facade, taunt, snatch, secret-power, feather-dance, astonish, air-cutter, aerial-ace, calm-mind, roost, natural-gift, pluck, tailwind, u-turn, payback, assurance, embargo, psycho-shift, punishment, sucker-punch, dark-pulse, air-slash, brave-bird, giga-impact, nasty-plot, defog, captivate, ominous-wind, foul-play, round, hex, quash, acrobatics, retaliate, hurricane, snarl, confide, lash-out, dual-wingbeat, tera-blast","dark, flying","insomnia, super-luck, prankster",60,85,42,85,42,91
197,slowking,795,20,slowking,"mega-punch, pay-day, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, tackle, body-slam, take-down, double-edge, growl, disable, flamethrower, water-gun, hydro-pump, surf, ice-beam, blizzard, psybeam, hyper-beam, counter, seismic-toss, strength, thunder-wave, earthquake, dig, toxic, confusion, psychic, mimic, double-team, light-screen, reflect, metronome, fire-blast, waterfall, swift, amnesia, dream-eater, flash, rest, rock-slide, tri-attack, substitute, nightmare, snore, curse, protect, mud-slap, zap-cannon, icy-wind, endure, swagger, fury-cutter, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, rock-smash, whirlpool, hail, facade, focus-punch, trick, magic-coat, recycle, brick-break, yawn, skill-swap, imprison, secret-power, dive, slack-off, weather-ball, rock-tomb, signal-beam, muddy-water, iron-defense, block, mud-shot, calm-mind, water-pulse, brine, natural-gift, fling, trump-card, aqua-tail, power-gem, drain-punch, focus-blast, giga-impact, nasty-plot, avalanche, zen-headbutt, trick-room, captivate, grass-knot, wonder-room, psyshock, telekinesis, foul-play, after-you, round, echoed-voice, stored-power, ally-switch, scald, heal-pulse, incinerate, quash, bulldoze, dragon-tail, razor-shell, confide, power-up-punch, laser-focus, psychic-terrain, liquidation, expanding-force, tera-blast, chilly-reception, snowscape, chilling-water","water, psychic","oblivious, own-tempo, regenerator",95,75,80,100,110,30
198,misdreavus,10,7,misdreavus,"headbutt, double-edge, growl, psybeam, hyper-beam, thunderbolt, thunder-wave, thunder, toxic, confusion, psychic, night-shade, mimic, screech, double-team, confuse-ray, defense-curl, swift, dream-eater, flash, psywave, rest, substitute, thief, nightmare, snore, curse, spite, protect, scary-face, zap-cannon, destiny-bond, perish-song, icy-wind, endure, charm, swagger, mean-look, attract, sleep-talk, heal-bell, return, frustration, pain-split, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, uproar, torment, will-o-wisp, memento, facade, taunt, helping-hand, trick, magic-coat, skill-swap, imprison, grudge, snatch, secret-power, hyper-voice, astonish, fake-tears, aerial-ace, magical-leaf, calm-mind, shock-wave, natural-gift, payback, embargo, me-first, sucker-punch, dark-pulse, power-gem, energy-ball, giga-impact, nasty-plot, shadow-sneak, trick-room, captivate, grass-knot, charge-beam, ominous-wind, wonder-room, psyshock, telekinesis, magic-room, foul-play, round, echoed-voice, stored-power, ally-switch, hex, phantom-force, draining-kiss, confide, dazzling-gleam, burning-jealousy, poltergeist, tera-blast, snowscape",ghost,levitate,60,60,60,85,85,85
